"taz","walk_subzone","walk_subzone_label","incQ","incQ_label","autoSuff","autoSuff_label","hasAV","num_persons","num_workers","num_workers_students"
1,1,"Short-walk to transit",1,"lowInc",0,"0_autos",0,44,14,16
1,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",0,26,8,8
1,1,"Short-walk to transit",2,"medInc",0,"0_autos",0,10,4,4
1,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",0,20,16,16
1,1,"Short-walk to transit",3,"highInc",0,"0_autos",0,2,2,2
2,1,"Short-walk to transit",1,"lowInc",0,"0_autos",0,116,34,52
2,1,"Short-walk to transit",1,"lowInc",1,"autos_lt_workers",0,18,14,18
2,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",0,116,22,42
2,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",1,4,0,0
2,1,"Short-walk to transit",2,"medInc",0,"0_autos",0,18,10,10
2,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",0,62,26,44
2,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",1,8,2,8
2,1,"Short-walk to transit",3,"highInc",0,"0_autos",0,8,4,8
2,1,"Short-walk to transit",3,"highInc",1,"autos_lt_workers",0,6,2,6
2,1,"Short-walk to transit",3,"highInc",2,"autos_ge_workers",0,6,2,6
2,1,"Short-walk to transit",4,"veryHighInc",0,"0_autos",0,16,8,8
2,1,"Short-walk to transit",4,"veryHighInc",2,"autos_ge_workers",0,44,22,22
3,1,"Short-walk to transit",1,"lowInc",0,"0_autos",0,216,64,96
3,1,"Short-walk to transit",1,"lowInc",1,"autos_lt_workers",0,4,4,4
3,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",0,96,22,36
3,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",1,2,0,2
3,1,"Short-walk to transit",2,"medInc",0,"0_autos",0,84,60,60
3,1,"Short-walk to transit",2,"medInc",1,"autos_lt_workers",0,6,4,4
3,1,"Short-walk to transit",2,"medInc",1,"autos_lt_workers",1,4,4,4
3,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",0,42,16,24
3,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",1,2,2,2
3,1,"Short-walk to transit",3,"highInc",0,"0_autos",0,32,22,28
3,1,"Short-walk to transit",3,"highInc",2,"autos_ge_workers",0,2,2,2
3,1,"Short-walk to transit",4,"veryHighInc",0,"0_autos",0,24,18,20
