TAZ,2010,2015,2020,2025,2030,2035,2040,2045,2050
100064,1,1,1,1,1,1,1,1,1
100065,1,1,1,1,1,1,1,1,1
100066,1,1,1,1,1,1,1,1,1
100067,1,1,1,1,1,1,1,1,1
100068,1,1,1,1,1,1,1,1,1
100069,1,1,1,1,1,1,1,1,1
100070,1,1,1,1,1,1,1,1,1
100071,1,1,1,1,1,1,1,1,1
100072,1,1,1,1,1,1,1,1,1
100073,1,1,1,1,1,1,1,1,1
100074,1,1,1,1,1,1,1,1,1
100075,1,1,1,1,1,1,1,1,1
100076,1,1,1,1,1,1,1,1,1
100077,1,1,1,1,1,1,1,1,1
100078,1,1,1,1,1,1,1,1,1
100081,1,1,1,1,1,1,1,1,1
100082,1,1,1,1,1,1,1,1,1
100083,1,1,1,1,1,1,1,1,1
100084,1,1,1,1,1,1,1,1,1
100085,1,1,1,1,1,1,1,1,1
100086,1,1,1,1,1,1,1,1,1
100087,1,1,1,1,1,1,1,1,1
100088,1,1,1,1,1,1,1,1,1
100089,1,1,1,1,1,1,1,1,1
100090,1,1,1,1,1,1,1,1,1
100091,1,1,1,1,1,1,1,1,1
100092,1,1,1,1,1,1,1,1,1
100093,1,1,1,1,1,1,1,1,1
100094,1,1,1,1,1,1,1,1,1
100095,1,1,1,1,1,1,1,1,1
100096,1,1,1,1,1,1,1,1,1
100097,1,1,1,1,1,1,1,1,1
100098,1,1,1,1,1,1,1,1,1
100099,1,1,1,1,1,1,1,1,1
100100,1,1,1,1,1,1,1,1,1
100101,1,1,1,1,1,1,1,1,1
100102,1,1,1,1,1,1,1,1,1
100103,1,1,1,1,1,1,1,1,1
100104,1,1,1,1,1,1,1,1,1
100105,1,1,1,1,1,1,1,1,1
100106,1,1,1,1,1,1,1,1,1
100107,1,1,1,1,1,1,1,1,1
100108,1,1,1,1,1,1,1,1,1
100109,1,1,1,1,1,1,1,1,1
100110,1,1,1,1,1,1,1,1,1
100111,1,1,1,1,1,1,1,1,1
100112,1,1,1,1,1,1,1,1,1
100113,1,1,1,1,1,1,1,1,1
100114,1,1,1,1,1,1,1,1,1
100115,1,1,1,1,1,1,1,1,1
100116,1,1,1,1,1,1,1,1,1
100117,1,1,1,1,1,1,1,1,1
100118,1,1,1,1,1,1,1,1,1
100119,1,1,1,1,1,1,1,1,1
100120,1,1,1,1,1,1,1,1,1
100121,1,1,1,1,1,1,1,1,1
100122,1,1,1,1,1,1,1,1,1
100123,1,1,1,1,1,1,1,1,1
100124,1,1,1,1,1,1,1,1,1
100125,1,1,1,1,1,1,1,1,1
100126,1,1,1,1,1,1,1,1,1
100128,1,1,1,1,1,1,1,1,1
100129,1,1,1,1,1,1,1,1,1
100130,1,1,1,1,1,1,1,1,1
100131,1,1,1,1,1,1,1,1,1
100132,1,1,1,1,1,1,1,1,1
100133,1,1,1,1,1,1,1,1,1
100134,1,1,1,1,1,1,1,1,1
100135,1,1,1,1,1,1,1,1,1
100136,1,1,1,1,1,1,1,1,1
100137,1,1,1,1,1,1,1,1,1
100138,1,1,1,1,1,1,1,1,1
100139,1,1,1,1,1,1,1,1,1
100140,1,1,1,1,1,1,1,1,1
100141,1,1,1,1,1,1,1,1,1
100142,1,1,1,1,1,1,1,1,1
100143,1,1,1,1,1,1,1,1,1
100144,1,1,1,1,1,1,1,1,1
100145,1,1,1,1,1,1,1,1,1
100146,1,1,1,1,1,1,1,1,1
100147,1,1,1,1,1,1,1,1,1
100148,1,1,1,1,1,1,1,1,1
100149,1,1,1,1,1,1,1,1,1
100150,1,1,1,1,1,1,1,1,1
100151,1,1,1,1,1,1,1,1,1
100152,1,1,1,1,1,1,1,1,1
100153,1,1,1,1,1,1,1,1,1
100154,1,1,1,1,1,1,1,1,1
100155,1,1,1,1,1,1,1,1,1
100156,1,1,1,1,1,1,1,1,1
100157,1,1,1,1,1,1,1,1,1
100158,1,1,1,1,1,1,1,1,1
100162,1,1,1,1,1,1,1,1,1
100163,1,1,1,1,1,1,1,1,1
100164,1,1,1,1,1,1,1,1,1
100165,1,1,1,1,1,1,1,1,1
100166,1,1,1,1,1,1,1,1,1
100167,1,1,1,1,1,1,1,1,1
100168,1,1,1,1,1,1,1,1,1
100169,1,1,1,1,1,1,1,1,1
100170,1,1,1,1,1,1,1,1,1
100171,1,1,1,1,1,1,1,1,1
100172,1,1,1,1,1,1,1,1,1
100173,1,1,1,1,1,1,1,1,1
100174,1,1,1,1,1,1,1,1,1
100176,1,1,1,1,1,1,1,1,1
100177,1,1,1,1,1,1,1,1,1
100178,1,1,1,1,1,1,1,1,1
100179,1,1,1,1,1,1,1,1,1
100180,1,1,1,1,1,1,1,1,1
100181,1,1,1,1,1,1,1,1,1
100182,1,1,1,1,1,1,1,1,1
100183,1,1,1,1,1,1,1,1,1
100184,1,1,1,1,1,1,1,1,1
100185,1,1,1,1,1,1,1,1,1
100186,1,1,1,1,1,1,1,1,1
100187,1,1,1,1,1,1,1,1,1
100188,1,1,1,1,1,1,1,1,1
100189,1,1,1,1,1,1,1,1,1
100190,1,1,1,1,1,1,1,1,1
100191,1,1,1,1,1,1,1,1,1
100192,1,1,1,1,1,1,1,1,1
100193,1,1,1,1,1,1,1,1,1
100194,1,1,1,1,1,1,1,1,1
100195,1,1,1,1,1,1,1,1,1
100196,1,1,1,1,1,1,1,1,1
100197,1,1,1,1,1,1,1,1,1
100198,1,1,1,1,1,1,1,1,1
100199,1,1,1,1,1,1,1,1,1
100200,1,1,1,1,1,1,1,1,1
100201,1,1,1,1,1,1,1,1,1
100202,1,1,1,1,1,1,1,1,1
100203,1,1,1,1,1,1,1,1,1
100204,1,1,1,1,1,1,1,1,1
100206,1,1,1,1,1,1,1,1,1
100207,1,1,1,1,1,1,1,1,1
100211,1,1,1,1,1,1,1,1,1
100212,1,1,1,1,1,1,1,1,1
100213,1,1,1,1,1,1,1,1,1
100214,1,1,1,1,1,1,1,1,1
100215,1,1,1,1,1,1,1,1,1
100216,1,1,1,1,1,1,1,1,1
100217,1,1,1,1,1,1,1,1,1
100218,1,1,1,1,1,1,1,1,1
100219,1,1,1,1,1,1,1,1,1
100220,1,1,1,1,1,1,1,1,1
100221,1,1,1,1,1,1,1,1,1
100222,1,1,1,1,1,1,1,1,1
100223,1,1,1,1,1,1,1,1,1
100224,1,1,1,1,1,1,1,1,1
100225,1,1,1,1,1,1,1,1,1
100226,1,1,1,1,1,1,1,1,1
100227,1,1,1,1,1,1,1,1,1
100228,1,1,1,1,1,1,1,1,1
100230,1,1,1,1,1,1,1,1,1
100231,1,1,1,1,1,1,1,1,1
100232,1,1,1,1,1,1,1,1,1
100233,1,1,1,1,1,1,1,1,1
100234,1,1,1,1,1,1,1,1,1
100235,1,1,1,1,1,1,1,1,1
100236,1,1,1,1,1,1,1,1,1
100237,1,1,1,1,1,1,1,1,1
100238,1,1,1,1,1,1,1,1,1
100239,1,1,1,1,1,1,1,1,1
100240,1,1,1,1,1,1,1,1,1
100241,1,1,1,1,1,1,1,1,1
100242,1,1,1,1,1,1,1,1,1
100243,1,1,1,1,1,1,1,1,1
100244,1,1,1,1,1,1,1,1,1
100245,1,1,1,1,1,1,1,1,1
100246,1,1,1,1,1,1,1,1,1
100247,1,1,1,1,1,1,1,1,1
100248,1,1,1,1,1,1,1,1,1
100249,1,1,1,1,1,1,1,1,1
100250,1,1,1,1,1,1,1,1,1
100251,1,1,1,1,1,1,1,1,1
100252,1,1,1,1,1,1,1,1,1
100254,1,1,1,1,1,1,1,1,1
100255,1,1,1,1,1,1,1,1,1
100257,1,1,1,1,1,1,1,1,1
100258,1,1,1,1,1,1,1,1,1
100259,1,1,1,1,1,1,1,1,1
100260,1,1,1,1,1,1,1,1,1
100261,1,1,1,1,1,1,1,1,1
100262,1,1,1,1,1,1,1,1,1
100263,1,1,1,1,1,1,1,1,1
100264,1,1,1,1,1,1,1,1,1
100265,1,1,1,1,1,1,1,1,1
100266,1,1,1,1,1,1,1,1,1
100267,1,1,1,1,1,1,1,1,1
100268,1,1,1,1,1,1,1,1,1
100270,1,1,1,1,1,1,1,1,1
100271,1,1,1,1,1,1,1,1,1
100272,1,1,1,1,1,1,1,1,1
100273,1,1,1,1,1,1,1,1,1
100274,1,1,1,1,1,1,1,1,1
100275,1,1,1,1,1,1,1,1,1
100276,1,1,1,1,1,1,1,1,1
100277,1,1,1,1,1,1,1,1,1
100278,1,1,1,1,1,1,1,1,1
100279,1,1,1,1,1,1,1,1,1
100280,1,1,1,1,1,1,1,1,1
100281,1,1,1,1,1,1,1,1,1
100282,1,1,1,1,1,1,1,1,1
100283,1,1,1,1,1,1,1,1,1
100284,1,1,1,1,1,1,1,1,1
100285,1,1,1,1,1,1,1,1,1
100286,1,1,1,1,1,1,1,1,1
100287,1,1,1,1,1,1,1,1,1
100288,1,1,1,1,1,1,1,1,1
100289,1,1,1,1,1,1,1,1,1
100290,1,1,1,1,1,1,1,1,1
100291,1,1,1,1,1,1,1,1,1
100292,1,1,1,1,1,1,1,1,1
100293,1,1,1,1,1,1,1,1,1
100294,1,1,1,1,1,1,1,1,1
100296,1,1,1,1,1,1,1,1,1
100297,1,1,1,1,1,1,1,1,1
100298,1,1,1,1,1,1,1,1,1
100299,1,1,1,1,1,1,1,1,1
100300,1,1,1,1,1,1,1,1,1
100301,1,1,1,1,1,1,1,1,1
100303,1,1,1,1,1,1,1,1,1
100304,1,1,1,1,1,1,1,1,1
100305,1,1,1,1,1,1,1,1,1
100306,1,1,1,1,1,1,1,1,1
100307,1,1,1,1,1,1,1,1,1
100308,1,1,1,1,1,1,1,1,1
100309,1,1,1,1,1,1,1,1,1
100310,1,1,1,1,1,1,1,1,1
100311,1,1,1,1,1,1,1,1,1
100312,1,1,1,1,1,1,1,1,1
100313,1,1,1,1,1,1,1,1,1
100314,1,1,1,1,1,1,1,1,1
100315,1,1,1,1,1,1,1,1,1
100317,1,1,1,1,1,1,1,1,1
100318,1,1,1,1,1,1,1,1,1
100319,1,1,1,1,1,1,1,1,1
100320,1,1,1,1,1,1,1,1,1
100322,1,1,1,1,1,1,1,1,1
100323,1,1,1,1,1,1,1,1,1
100324,1,1,1,1,1,1,1,1,1
100325,1,1,1,1,1,1,1,1,1
100326,1,1,1,1,1,1,1,1,1
100327,1,1,1,1,1,1,1,1,1
100328,1,1,1,1,1,1,1,1,1
100329,1,1,1,1,1,1,1,1,1
100330,1,1,1,1,1,1,1,1,1
100331,1,1,1,1,1,1,1,1,1
100332,1,1,1,1,1,1,1,1,1
100333,1,1,1,1,1,1,1,1,1
100334,1,1,1,1,1,1,1,1,1
100335,1,1,1,1,1,1,1,1,1
100336,1,1,1,1,1,1,1,1,1
100337,1,1,1,1,1,1,1,1,1
100338,1,1,1,1,1,1,1,1,1
100339,1,1,1,1,1,1,1,1,1
100340,1,1,1,1,1,1,1,1,1
100341,1,1,1,1,1,1,1,1,1
100342,1,1,1,1,1,1,1,1,1
100343,1,1,1,1,1,1,1,1,1
100344,1,1,1,1,1,1,1,1,1
100345,1,1,1,1,1,1,1,1,1
100346,1,1,1,1,1,1,1,1,1
100347,1,1,1,1,1,1,1,1,1
100348,1,1,1,1,1,1,1,1,1
100349,1,1,1,1,1,1,1,1,1
100350,1,1,1,1,1,1,1,1,1
100351,1,1,1,1,1,1,1,1,1
100352,1,1,1,1,1,1,1,1,1
100353,1,1,1,1,1,1,1,1,1
100354,1,1,1,1,1,1,1,1,1
100355,1,1,1,1,1,1,1,1,1
100356,1,1,1,1,1,1,1,1,1
100357,1,1,1,1,1,1,1,1,1
100360,1,1,1,1,1,1,1,1,1
100361,1,1,1,1,1,1,1,1,1
100362,1,1,1,1,1,1,1,1,1
100363,1,1,1,1,1,1,1,1,1
100365,1,1,1,1,1,1,1,1,1
100368,1,1,1,1,1,1,1,1,1
100369,1,1,1,1,1,1,1,1,1
100370,1,1,1,1,1,1,1,1,1
100371,1,1,1,1,1,1,1,1,1
100372,1,1,1,1,1,1,1,1,1
100373,1,1,1,1,1,1,1,1,1
100374,1,1,1,1,1,1,1,1,1
100375,1,1,1,1,1,1,1,1,1
100376,1,1,1,1,1,1,1,1,1
100379,1,1,1,1,1,1,1,1,1
100380,1,1,1,1,1,1,1,1,1
100381,1,1,1,1,1,1,1,1,1
100382,1,1,1,1,1,1,1,1,1
100383,1,1,1,1,1,1,1,1,1
100384,1,1,1,1,1,1,1,1,1
100385,1,1,1,1,1,1,1,1,1
100386,1,1,1,1,1,1,1,1,1
100387,1,1,1,1,1,1,1,1,1
100388,1,1,1,1,1,1,1,1,1
100389,1,1,1,1,1,1,1,1,1
100390,1,1,1,1,1,1,1,1,1
100391,1,1,1,1,1,1,1,1,1
100392,1,1,1,1,1,1,1,1,1
100393,1,1,1,1,1,1,1,1,1
100394,1,1,1,1,1,1,1,1,1
100395,1,1,1,1,1,1,1,1,1
100396,1,1,1,1,1,1,1,1,1
100398,1,1,1,1,1,1,1,1,1
100399,1,1,1,1,1,1,1,1,1
100401,1,1,1,1,1,1,1,1,1
100402,1,1,1,1,1,1,1,1,1
100405,1,1,1,1,1,1,1,1,1
100407,1,1,1,1,1,1,1,1,1
100409,1,1,1,1,1,1,1,1,1
100410,1,1,1,1,1,1,1,1,1
100412,1,1,1,1,1,1,1,1,1
100413,1,1,1,1,1,1,1,1,1
100416,1,1,1,1,1,1,1,1,1
100417,1,1,1,1,1,1,1,1,1
100418,1,1,1,1,1,1,1,1,1
100419,1,1,1,1,1,1,1,1,1
100420,1,1,1,1,1,1,1,1,1
100421,1,1,1,1,1,1,1,1,1
100422,1,1,1,1,1,1,1,1,1
100423,1,1,1,1,1,1,1,1,1
100425,1,1,1,1,1,1,1,1,1
100426,1,1,1,1,1,1,1,1,1
100427,1,1,1,1,1,1,1,1,1
100428,1,1,1,1,1,1,1,1,1
100429,1,1,1,1,1,1,1,1,1
100430,1,1,1,1,1,1,1,1,1
100432,1,1,1,1,1,1,1,1,1
100433,1,1,1,1,1,1,1,1,1
100434,1,1,1,1,1,1,1,1,1
100435,1,1,1,1,1,1,1,1,1
100436,1,1,1,1,1,1,1,1,1
100437,1,1,1,1,1,1,1,1,1
100438,1,1,1,1,1,1,1,1,1
100439,1,1,1,1,1,1,1,1,1
100440,1,1,1,1,1,1,1,1,1
100441,1,1,1,1,1,1,1,1,1
100442,1,1,1,1,1,1,1,1,1
100443,1,1,1,1,1,1,1,1,1
100444,1,1,1,1,1,1,1,1,1
100445,1,1,1,1,1,1,1,1,1
100446,1,1,1,1,1,1,1,1,1
100447,1,1,1,1,1,1,1,1,1
100448,1,1,1,1,1,1,1,1,1
100449,1,1,1,1,1,1,1,1,1
100450,1,1,1,1,1,1,1,1,1
100451,1,1,1,1,1,1,1,1,1
100452,1,1,1,1,1,1,1,1,1
100453,1,1,1,1,1,1,1,1,1
100454,1,1,1,1,1,1,1,1,1
100455,1,1,1,1,1,1,1,1,1
100458,1,1,1,1,1,1,1,1,1
100459,1,1,1,1,1,1,1,1,1
100461,1,1,1,1,1,1,1,1,1
100462,1,1,1,1,1,1,1,1,1
100463,1,1,1,1,1,1,1,1,1
100464,1,1,1,1,1,1,1,1,1
100465,1,1,1,1,1,1,1,1,1
100466,1,1,1,1,1,1,1,1,1
100467,1,1,1,1,1,1,1,1,1
200002,1,1,1,1,1,1,1,1,1
200003,1,1,1,1,1,1,1,1,1
200004,1,1,1,1,1,1,1,1,1
200005,1,1,1,1,1,1,1,1,1
200006,1,1,1,1,1,1,1,1,1
200007,1,1,1,1,1,1,1,1,1
200008,1,1,1,1,1,1,1,1,1
200009,1,1,1,1,1,1,1,1,1
200010,1,1,1,1,1,1,1,1,1
200011,1,1,1,1,1,1,1,1,1
200012,1,1,1,1,1,1,1,1,1
200013,1,1,1,1,1,1,1,1,1
200014,1,1,1,1,1,1,1,1,1
200015,1,1,1,1,1,1,1,1,1
200016,1,1,1,1,1,1,1,1,1
200017,1,1,1,1,1,1,1,1,1
200018,1,1,1,1,1,1,1,1,1
200019,1,1,1,1,1,1,1,1,1
200020,1,1,1,1,1,1,1,1,1
200021,1,1,1,1,1,1,1,1,1
200022,1,1,1,1,1,1,1,1,1
200023,1,1,1,1,1,1,1,1,1
200024,1,1,1,1,1,1,1,1,1
200025,1,1,1,1,1,1,1,1,1
200026,1,1,1,1,1,1,1,1,1
200027,1,1,1,1,1,1,1,1,1
200028,1,1,1,1,1,1,1,1,1
200029,1,1,1,1,1,1,1,1,1
200030,1,1,1,1,1,1,1,1,1
200031,1,1,1,1,1,1,1,1,1
200032,1,1,1,1,1,1,1,1,1
200033,1,1,1,1,1,1,1,1,1
200034,1,1,1,1,1,1,1,1,1
200035,1,1,1,1,1,1,1,1,1
200036,1,1,1,1,1,1,1,1,1
200037,1,1,1,1,1,1,1,1,1
200038,1,1,1,1,1,1,1,1,1
200039,1,1,1,1,1,1,1,1,1
200040,1,1,1,1,1,1,1,1,1
200041,1,1,1,1,1,1,1,1,1
200042,1,1,1,1,1,1,1,1,1
200043,1,1,1,1,1,1,1,1,1
200044,1,1,1,1,1,1,1,1,1
200045,1,1,1,1,1,1,1,1,1
200046,1,1,1,1,1,1,1,1,1
200047,1,1,1,1,1,1,1,1,1
200048,1,1,1,1,1,1,1,1,1
200049,1,1,1,1,1,1,1,1,1
200050,1,1,1,1,1,1,1,1,1
200051,1,1,1,1,1,1,1,1,1
200052,1,1,1,1,1,1,1,1,1
200053,1,1,1,1,1,1,1,1,1
200054,1,1,1,1,1,1,1,1,1
200055,1,1,1,1,1,1,1,1,1
200056,1,1,1,1,1,1,1,1,1
200057,1,1,1,1,1,1,1,1,1
200058,1,1,1,1,1,1,1,1,1
200059,1,1,1,1,1,1,1,1,1
200060,1,1,1,1,1,1,1,1,1
200061,1,1,1,1,1,1,1,1,1
200062,1,1,1,1,1,1,1,1,1
200063,1,1,1,1,1,1,1,1,1
200065,1,1,1,1,1,1,1,1,1
200066,1,1,1,1,1,1,1,1,1
200067,1,1,1,1,1,1,1,1,1
200068,1,1,1,1,1,1,1,1,1
200069,1,1,1,1,1,1,1,1,1
200070,1,1,1,1,1,1,1,1,1
200071,1,1,1,1,1,1,1,1,1
200072,1,1,1,1,1,1,1,1,1
200074,1,1,1,1,1,1,1,1,1
200075,1,1,1,1,1,1,1,1,1
200076,1,1,1,1,1,1,1,1,1
200077,1,1,1,1,1,1,1,1,1
200078,1,1,1,1,1,1,1,1,1
200079,1,1,1,1,1,1,1,1,1
200080,1,1,1,1,1,1,1,1,1
200081,1,1,1,1,1,1,1,1,1
200082,1,1,1,1,1,1,1,1,1
200084,1,1,1,1,1,1,1,1,1
200085,1,1,1,1,1,1,1,1,1
200086,1,1,1,1,1,1,1,1,1
200087,1,1,1,1,1,1,1,1,1
200088,1,1,1,1,1,1,1,1,1
200089,1,1,1,1,1,1,1,1,1
200090,1,1,1,1,1,1,1,1,1
200091,1,1,1,1,1,1,1,1,1
200092,1,1,1,1,1,1,1,1,1
200093,1,1,1,1,1,1,1,1,1
200094,1,1,1,1,1,1,1,1,1
200095,1,1,1,1,1,1,1,1,1
200097,1,1,1,1,1,1,1,1,1
200098,1,1,1,1,1,1,1,1,1
200099,1,1,1,1,1,1,1,1,1
200100,1,1,1,1,1,1,1,1,1
200101,1,1,1,1,1,1,1,1,1
200102,1,1,1,1,1,1,1,1,1
200103,1,1,1,1,1,1,1,1,1
200104,1,1,1,1,1,1,1,1,1
200105,1,1,1,1,1,1,1,1,1
200106,1,1,1,1,1,1,1,1,1
200107,1,1,1,1,1,1,1,1,1
200108,1,1,1,1,1,1,1,1,1
200109,1,1,1,1,1,1,1,1,1
200110,1,1,1,1,1,1,1,1,1
200111,1,1,1,1,1,1,1,1,1
200112,1,1,1,1,1,1,1,1,1
200113,1,1,1,1,1,1,1,1,1
200114,1,1,1,1,1,1,1,1,1
200115,1,1,1,1,1,1,1,1,1
200116,1,1,1,1,1,1,1,1,1
200117,1,1,1,1,1,1,1,1,1
200118,1,1,1,1,1,1,1,1,1
200119,1,1,1,1,1,1,1,1,1
200120,1,1,1,1,1,1,1,1,1
200121,1,1,1,1,1,1,1,1,1
200122,1,1,1,1,1,1,1,1,1
200123,1,1,1,1,1,1,1,1,1
200124,1,1,1,1,1,1,1,1,1
200125,1,1,1,1,1,1,1,1,1
200126,1,1,1,1,1,1,1,1,1
200127,1,1,1,1,1,1,1,1,1
200128,1,1,1,1,1,1,1,1,1
200130,1,1,1,1,1,1,1,1,1
200131,1,1,1,1,1,1,1,1,1
200132,1,1,1,1,1,1,1,1,1
200133,1,1,1,1,1,1,1,1,1
200134,1,1,1,1,1,1,1,1,1
200135,1,1,1,1,1,1,1,1,1
200136,1,1,1,1,1,1,1,1,1
200137,1,1,1,1,1,1,1,1,1
200138,1,1,1,1,1,1,1,1,1
200139,1,1,1,1,1,1,1,1,1
200140,1,1,1,1,1,1,1,1,1
200141,1,1,1,1,1,1,1,1,1
200142,1,1,1,1,1,1,1,1,1
200143,1,1,1,1,1,1,1,1,1
200144,1,1,1,1,1,1,1,1,1
200145,1,1,1,1,1,1,1,1,1
200146,1,1,1,1,1,1,1,1,1
200147,1,1,1,1,1,1,1,1,1
200148,1,1,1,1,1,1,1,1,1
200149,1,1,1,1,1,1,1,1,1
200150,1,1,1,1,1,1,1,1,1
200151,1,1,1,1,1,1,1,1,1
200152,1,1,1,1,1,1,1,1,1
200153,1,1,1,1,1,1,1,1,1
200154,1,1,1,1,1,1,1,1,1
200155,1,1,1,1,1,1,1,1,1
200156,1,1,1,1,1,1,1,1,1
200157,1,1,1,1,1,1,1,1,1
200158,1,1,1,1,1,1,1,1,1
200159,1,1,1,1,1,1,1,1,1
200160,1,1,1,1,1,1,1,1,1
200161,1,1,1,1,1,1,1,1,1
200162,1,1,1,1,1,1,1,1,1
200163,1,1,1,1,1,1,1,1,1
200164,1,1,1,1,1,1,1,1,1
200165,1,1,1,1,1,1,1,1,1
200166,1,1,1,1,1,1,1,1,1
200167,1,1,1,1,1,1,1,1,1
200168,1,1,1,1,1,1,1,1,1
200169,1,1,1,1,1,1,1,1,1
200170,1,1,1,1,1,1,1,1,1
200171,1,1,1,1,1,1,1,1,1
200172,1,1,1,1,1,1,1,1,1
200173,1,1,1,1,1,1,1,1,1
200174,1,1,1,1,1,1,1,1,1
200177,1,1,1,1,1,1,1,1,1
200178,1,1,1,1,1,1,1,1,1
200179,1,1,1,1,1,1,1,1,1
200180,1,1,1,1,1,1,1,1,1
200181,1,1,1,1,1,1,1,1,1
200182,1,1,1,1,1,1,1,1,1
200183,1,1,1,1,1,1,1,1,1
200184,1,1,1,1,1,1,1,1,1
200185,1,1,1,1,1,1,1,1,1
200186,1,1,1,1,1,1,1,1,1
200187,1,1,1,1,1,1,1,1,1
200188,1,1,1,1,1,1,1,1,1
200189,1,1,1,1,1,1,1,1,1
200190,1,1,1,1,1,1,1,1,1
200191,1,1,1,1,1,1,1,1,1
200192,1,1,1,1,1,1,1,1,1
200193,1,1,1,1,1,1,1,1,1
200194,1,1,1,1,1,1,1,1,1
200195,1,1,1,1,1,1,1,1,1
200196,1,1,1,1,1,1,1,1,1
200197,1,1,1,1,1,1,1,1,1
200198,1,1,1,1,1,1,1,1,1
200199,1,1,1,1,1,1,1,1,1
200200,1,1,1,1,1,1,1,1,1
200201,1,1,1,1,1,1,1,1,1
200202,1,1,1,1,1,1,1,1,1
200203,1,1,1,1,1,1,1,1,1
200204,1,1,1,1,1,1,1,1,1
200205,1,1,1,1,1,1,1,1,1
200206,1,1,1,1,1,1,1,1,1
200207,1,1,1,1,1,1,1,1,1
200208,1,1,1,1,1,1,1,1,1
200209,1,1,1,1,1,1,1,1,1
200210,1,1,1,1,1,1,1,1,1
200211,1,1,1,1,1,1,1,1,1
200212,1,1,1,1,1,1,1,1,1
200213,1,1,1,1,1,1,1,1,1
200214,1,1,1,1,1,1,1,1,1
200215,1,1,1,1,1,1,1,1,1
200216,1,1,1,1,1,1,1,1,1
200217,1,1,1,1,1,1,1,1,1
200218,1,1,1,1,1,1,1,1,1
200219,1,1,1,1,1,1,1,1,1
200220,1,1,1,1,1,1,1,1,1
200221,1,1,1,1,1,1,1,1,1
200222,1,1,1,1,1,1,1,1,1
200223,1,1,1,1,1,1,1,1,1
200224,1,1,1,1,1,1,1,1,1
200225,1,1,1,1,1,1,1,1,1
200226,1,1,1,1,1,1,1,1,1
200227,1,1,1,1,1,1,1,1,1
200228,1,1,1,1,1,1,1,1,1
200229,1,1,1,1,1,1,1,1,1
200230,1,1,1,1,1,1,1,1,1
200231,1,1,1,1,1,1,1,1,1
200232,1,1,1,1,1,1,1,1,1
200233,1,1,1,1,1,1,1,1,1
200234,1,1,1,1,1,1,1,1,1
200235,1,1,1,1,1,1,1,1,1
200236,1,1,1,1,1,1,1,1,1
200237,1,1,1,1,1,1,1,1,1
200238,1,1,1,1,1,1,1,1,1
200239,1,1,1,1,1,1,1,1,1
200240,1,1,1,1,1,1,1,1,1
200241,1,1,1,1,1,1,1,1,1
200242,1,1,1,1,1,1,1,1,1
200243,1,1,1,1,1,1,1,1,1
200244,1,1,1,1,1,1,1,1,1
200245,1,1,1,1,1,1,1,1,1
200246,1,1,1,1,1,1,1,1,1
200247,1,1,1,1,1,1,1,1,1
200248,1,1,1,1,1,1,1,1,1
200249,1,1,1,1,1,1,1,1,1
200250,1,1,1,1,1,1,1,1,1
200251,1,1,1,1,1,1,1,1,1
200253,1,1,1,1,1,1,1,1,1
200254,1,1,1,1,1,1,1,1,1
200255,1,1,1,1,1,1,1,1,1
200256,1,1,1,1,1,1,1,1,1
200257,1,1,1,1,1,1,1,1,1
200258,1,1,1,1,1,1,1,1,1
200259,1,1,1,1,1,1,1,1,1
200260,1,1,1,1,1,1,1,1,1
200261,1,1,1,1,1,1,1,1,1
200262,1,1,1,1,1,1,1,1,1
200263,1,1,1,1,1,1,1,1,1
200264,1,1,1,1,1,1,1,1,1
200265,1,1,1,1,1,1,1,1,1
200266,1,1,1,1,1,1,1,1,1
200267,1,1,1,1,1,1,1,1,1
200268,1,1,1,1,1,1,1,1,1
200269,1,1,1,1,1,1,1,1,1
200270,1,1,1,1,1,1,1,1,1
200271,1,1,1,1,1,1,1,1,1
200272,1,1,1,1,1,1,1,1,1
200273,1,1,1,1,1,1,1,1,1
200274,1,1,1,1,1,1,1,1,1
200275,1,1,1,1,1,1,1,1,1
200276,1,1,1,1,1,1,1,1,1
200277,1,1,1,1,1,1,1,1,1
200278,1,1,1,1,1,1,1,1,1
200279,1,1,1,1,1,1,1,1,1
200280,1,1,1,1,1,1,1,1,1
200281,1,1,1,1,1,1,1,1,1
200282,1,1,1,1,1,1,1,1,1
200283,1,1,1,1,1,1,1,1,1
200284,1,1,1,1,1,1,1,1,1
200285,1,1,1,1,1,1,1,1,1
200286,1,1,1,1,1,1,1,1,1
200287,1,1,1,1,1,1,1,1,1
200288,1,1,1,1,1,1,1,1,1
200289,1,1,1,1,1,1,1,1,1
200290,1,1,1,1,1,1,1,1,1
200292,1,1,1,1,1,1,1,1,1
200293,1,1,1,1,1,1,1,1,1
200294,1,1,1,1,1,1,1,1,1
200295,1,1,1,1,1,1,1,1,1
200296,1,1,1,1,1,1,1,1,1
200297,1,1,1,1,1,1,1,1,1
200298,1,1,1,1,1,1,1,1,1
200299,1,1,1,1,1,1,1,1,1
200300,1,1,1,1,1,1,1,1,1
200301,1,1,1,1,1,1,1,1,1
200302,1,1,1,1,1,1,1,1,1
200303,1,1,1,1,1,1,1,1,1
200304,1,1,1,1,1,1,1,1,1
200305,1,1,1,1,1,1,1,1,1
200306,1,1,1,1,1,1,1,1,1
200307,1,1,1,1,1,1,1,1,1
200308,1,1,1,1,1,1,1,1,1
200309,1,1,1,1,1,1,1,1,1
200310,1,1,1,1,1,1,1,1,1
200311,1,1,1,1,1,1,1,1,1
